PSA,35,1,1
PSA,35,10,1
PSA,35,22,1
PSA,35,24,1
PSA,36,5,1
PSA,36,6,1
PSA,38,1,1
PSA,38,15,1
PSA,38,21,1
PSA,39,4,1
PSA,39,12,1
PSA,40,5,1
PSA,40,9,1
PSA,40,11,1
PSA,40,13,1
PSA,40,13,2
PSA,41,4,1
PSA,41,10,1
PSA,54,6,1
PSA,58,6,1
PSA,59,3,1
PSA,59,5,1
PSA,59,8,1
PSA,69,13,1
PSA,69,16,1
PSA,70,1,1
PSA,70,5,1
PSA,71,1,1
PSA,74,18,1
PSA,79,5,1
PSA,80,4,1
PSA,80,19,1
PSA,83,16,1
PSA,84,1,1
PSA,84,3,1
PSA,84,8,1
PSA,84,12,1
PSA,85,1,1
PSA,85,7,1
PSA,86,1,1
PSA,86,6,1
PSA,86,11,1
PSA,86,17,1
PSA,88,1,1
PSA,88,9,1
PSA,88,13,1
PSA,88,14,1
PSA,89,5,1
PSA,89,8,1
PSA,89,15,1
PSA,89,46,1
PSA,89,51,1
PSA,90,13,1
PSA,91,9,1
PSA,92,4,1
PSA,92,5,1
PSA,92,8,1
PSA,92,9,1
PSA,93,3,1
PSA,93,5,1
PSA,94,1,1
PSA,94,3,1
PSA,94,5,1
PSA,94,12,1
PSA,94,18,1
PSA,97,8,1
PSA,97,9,1
PSA,99,8,1
PSA,101,1,1
PSA,102,1,1
PSA,102,12,1
PSA,106,4,1
PSA,106,47,1
PSA,108,3,1
PSA,109,26,1
PSA,109,27,1
PSA,115,1,1
PSA,116,4,2
PSA,116,16,1
PSA,118,25,1
PSA,118,25,2
PSA,119,12,1
PSA,119,31,1
PSA,119,33,1
PSA,119,41,1
PSA,119,52,1
PSA,119,55,1
PSA,119,64,1
PSA,119,65,1
PSA,119,75,1
PSA,119,89,1
PSA,119,107,1
PSA,119,108,1
PSA,119,126,1
PSA,119,137,1
PSA,119,145,1
PSA,119,149,1
PSA,119,151,1
PSA,119,156,1
PSA,119,159,1
PSA,119,166,1
PSA,119,169,1
PSA,119,174,1
PSA,120,2,1
PSA,123,3,1
PSA,125,4,1
PSA,126,4,1
PSA,130,1,1
PSA,130,3,1
PSA,131,1,1
PSA,132,1,1
PSA,132,8,1
PSA,135,13,1
PSA,135,13,2
PSA,137,7,1
PSA,138,4,1
PSA,138,8,2
PSA,139,1,1
PSA,139,4,1
PSA,139,21,1
PSA,140,1,1
PSA,140,4,1
PSA,140,6,2
PSA,140,7,1
PSA,140,8,1
PSA,141,1,1
PSA,141,3,1
PSA,141,8,1
PSA,142,5,1
PSA,143,1,1
PSA,143,7,1
PSA,143,9,1
PSA,143,11,1
PSA,144,3,1
PSA,144,5,1
PSA,145,10,1
ISA,26,15,1
ISA,26,16,1
ISA,26,17,1
ISA,33,2,1
ISA,37,16,1
ISA,37,17,1
ISA,37,17,2
ISA,37,18,1
ISA,37,20,1
ISA,63,16,1
ISA,63,17,1
ISA,64,8,1
ISA,64,9,1
ISA,64,12,1
JER,10,6,1
JER,10,23,1
JER,10,24,1
JER,11,5,1
JER,12,1,1
JER,12,3,1
JER,14,7,1
JER,14,9,1
JER,14,20,1
JER,15,15,1
JER,16,19,1
JER,17,13,1
JER,17,14,1
JER,18,19,1
JER,18,23,1
JER,20,7,1
JER,51,62,1
LAM,1,9,1
LAM,1,11,1
LAM,1,20,1
LAM,2,20,1
LAM,3,55,1
LAM,3,59,1
LAM,3,61,1
LAM,3,64,1
LAM,5,1,1
LAM,5,19,1
LAM,5,21,1
HOS,9,14,1
JOE,2,17,2
JOE,3,11,1
JON,1,14,2
JON,1,14,3
JON,2,6,1
JON,4,2,2
JON,4,3,1
HAB,1,2,1
HAB,1,12,1
HAB,1,12,2
HAB,3,2,1
HAB,3,2,2
